Implementation,64,128,256,512,1024,2048
Basic dgemm,3449.2631578947367,1704.3088175538398,1120.9471503975412,288.39591399975075,284.9052970234964,113.6313366975917
Blocked dgemm; b=16,4639.716814159292,4644.8549280177185,4685.064507120916,4724.645451985356,4660.641204939558,4476.626563639197
Blocked dgemm; b=2,703.7422818791946,726.2864069264069,736.779939396601,726.3433981562406,734.9005106528019,737.1311257704162
Blocked dgemm; b=32,4443.118644067797,4382.762800417973,4429.043294614572,4443.780621451157,4431.382989963022,4363.289870436226
Blocked dgemm; b=64,3472.1059602649007,3279.3620015637216,3391.0492167761495,3410.2198564441337,3499.525214698933,3480.000717882215
Reference dgemm,43690.666666666664,29330.797202797203,38881.14947856315,50090.58704982273,51150.04878048781,51673.13092230323
